Series Description,All holders,"One- to four- family residences, By type of property","Multifamily residences, by type of property","Nonfarm, nonresidential, by type of property","Farm, by type of property","Major financial institutions, by type of holder","Depository Institutions, Major financial institutions, by type of holder","One- to four-family residence, Depository Institutions, Major financial institutions, by type of holder","Multiplefamily residences, Depository Institutions, Major financial institutions, by type of holder","Nonfarm, nonresidential, Depository Institutions, Major financial institutions, by type of holder","Farm, Depository Institutions, Major financial institutions, by type of holder","Life insurance companies, Major financial institutions, by type of holder","One- to four- family residences, Life insurance companies, Major financial institutions, by type of holder","Multifamily residences, Life insurance companies, Major financial institutions, by type of holder","Nonfarm, nonresidential, Life insurance companies, Major financial institutions, by type of holder","Farm, Life insurance companies, Major financial institutions, by type of holder","Federal and related agencies, by type of holder","Government National Mortgage Association, Federal and related agencies, by type of holder","One- to four- family residences, Government National Mortgage Association, Federal and related agencies, by type of holder","Multifamily residences, Government National Mortgage Association, Federal and related agencies, by type of holder","Farmers Home Administration, Federal and related agencies, by type of holder","One- to four- family residences, Farmers Home Administration, Federal and related agencies, by type of holder","Multifamily residences, Farmers Home Administration, Federal and related agencies, by type of holder","Nonfarm, nonresidential, Farmers Home Administration, Federal and related agencies, by type of holder","Farm, Farmers Home Administration, Federal and related agencies, by type of holder","Federal Housing and Veterans' Adminstrations, Federal and related agencies, by type of holder","One- to four- family residences, Federal Housing and Veterans' Adminstrations, Federal and related agencies, by type of holder","Multifamily residences, Federal Housing and Veterans' Adminstrations, Federal and related agencies, by type of holder","Resolution Trust Corporation, Federal and related agencies, by type of holder","One- to four- family residences, Resolution Trust Corporation, Federal and related agencies, by type of holder","Multifamily residences, Resolution Trust Corporation, Federal and related agencies, by type of holder","Nonfarm, nonresidential, Resolution Trust Corporation, Federal and related agencies, by type of holder","Farm, Resolution Trust Corporation, Federal and related agencies, by type of holder","Federal Deposit Insurance Corporation, Federal and related agencies, by type of holder","One- to four- family residences, Federal Deposit Insurance Corporation, Federal and related agencies, by type of holder","Multifamily residences, Federal Deposit Insurance Corporation, Federal and related agencies, by type of holder","Nonfarm, nonresidential, Federal Deposit Insurance Corporation, Federal and related agencies, by type of holder","Farm, Federal Deposit Insurance Corporation, Federal and related agencies, by type of holder","Federal National Mortgage Association, Federal and related agencies, by type of holder","One- to four- family residences, Federal National Mortgage Association, Federal and related agencies, by type of holder","Multifamily residences, Federal National Mortgage Association, Federal and related agencies, by type of holder","Federal Land Banks, Federal and related agencies, by type of holder","One- to four- family residences, Federal Land Banks, Federal and related agencies, by type of holder","Farm, Federal Land Banks, Federal and related agencies, by type of holder","Federal Home Loan Mortgage Corporation, Federal and related agencies, by type of holder","One- to four- family residences, Federal Home Loan Mortgage Corporation, Federal and related agencies, by type of holder","Multifamily residences, Federal Home Loan Mortgage Corporation, Federal and related agencies, by type of holder","Federal Home Loan Banks, Federal and related agencies, by type of holder","One- to four- family residences, Federal Home Loan Banks, Federal and related agencies, by type of holder","Multifamily residences, Federal Home Loan Banks, Federal and related agencies, by type of holder","Federal Agricultural Mortgage Corporation, Federal and related agencies, by type of holder","Farm, Federal Agricultural Mortgage Corporation, Federal and related agencies, by type of holder","Mortgage pools or trusts, by type of holder","Government National Mortgage Association, Mortgage pools or trusts, by type of holder","One- to four- family residences, Government National Mortgage Association, Mortgage pools or trusts, by type of holder","Multifamily residences, Government National Mortgage Association, Mortgage pools or trusts, by type of holder","Federal Home Loan Mortgage Corporation, Mortgage pools or trusts, by type of holder","One- to four- family residences, Federal Home Loan Mortgage Corporation, Mortgage pools or trusts, by type of holder","Multifamily residences, Federal Home Loan Mortgage Corporation, Mortgage pools or trusts, by type of holder","Federal National Mortgage Association, Mortgage Pools or trusts, by type of holder","One- to four- family residences, Federal National Mortgage Association, Mortgage Pools or trusts, by type of holder","Multifamily residences, Federal National Mortgage Association, Mortgage Pools or trusts, by type of holder","Farmers Home Administration, Mortgage Pools or trusts, by type of holder","One- to four- family residences, Farmers Home Administration, Mortgage Pools or trusts, by type of holder","Multifamily residences, Farmers Home Administration, Mortgage Pools or trusts, by type of holder","Nonfarm, nonresidential, Farmers Home Administration, Mortgage Pools or trusts, by type of holder","Farm, Farmers Home Administration, Mortgage Pools or trusts, by type of holder","Private mortgage conduits, Mortgage Pools or trusts, by type of holder","One- to four- family residences, Private mortgage conduits, Mortgage Pools or trusts, by type of holder","Multifamily residences, Private mortgage conduits, Mortgage Pools or trusts, by type of holder","Nonfarm, nonresidential, Private mortgage conduits, Mortgage Pools or trusts, by type of holder","Farm, Private mortgage conduits, Mortgage Pools or trusts, by type of holder","Federal Agricultural Mortgage Corporation, Mortgage Pools or trusts, by type of holder","Farm, Federal Agricultural Mortgage Corporation, Mortgage Pools or trusts, by type of holder","Individuals and others, by type of holder","One- to four- family residences, Individuals and others, by type of holder","Multifamily residences, Individuals and others, by type of holder","Nonfarm, nonresidentail, Individuals and others, by type of holder","Farm, Individuals and others, by type of holder"
2006Q4,13518112.63,10526074.19,713959.3645,2170031.511,108047.563,4783629,4479814,2950709,253347,1235609,40149,303815,10319,46078,235417,12001,687453.784,29.139,29.139,0,76448.224,12918.279,11373.774,48944.608,3211.563,3796.21,398.521,3397.689,0,0,0,0,0,3.211,0.520355276,0.619218668,2.071426056,0,383045,322703,60342,59897,16449,43448,65536,20543,44993,97921,97892,29,778,778,6631413.843,410020.56,373885.99,36134.57,1450721,1442306,8415,1977194,1932928,44266,0,0,0,0,0,2790295.283,2196025.739,104225.7123,490043.832,0,3183,3183,1415616,1148967,101357,160015,5277
2007Q1,13810441.65,10754929.32,732473.472,2213847.507,109191.356,4809172,4502707,2966113,253324,1242693,40577,306465,9889,47035,237355,12186,692616.255,26.89,26.89,0,77264.287,12818.705,11340.043,49919.183,3186.356,3786.808,451.918,3334.89,0,0,0,0,0,15.27,2.47456402,2.944711636,9.850724345,0,386372,321464,64908,61451,17178,44273,66702,20363,46339,96250,96222,28,748,748,6875450.398,412958.33,376801.71,36156.62,1511409.274,1502642.248,8767.026217,2028688,1986577,42111,0,0,0,0,0,2918992.794,2286422.372,112343.948,520226.4736,0,3402,3402,1433203,1157957,106783,163644,4819
2007Q2,14106452.98,10960748.68,745786.2238,2289572.234,110345.847,4896266,4583913,3011008,254218,1277678,41009,312353,9709,48502,241770,12372,701002.337,26.172,26.172,0,77978.398,12893.362,11317.642,50563.547,3203.847,3888.45,460.41,3428.04,0,0,0,0,0,6.317,1.023694886,1.218188828,4.075116286,0,392690,320463,72227,62902,17795,45107,68350,21219,47131,94407,94379,28,754,754,7103971.646,417018.38,380807.76,36210.62,1568607.729,1559508.919,9098.809514,2087518,2047066,40452,0,0,0,0,0,3026148.538,2354889.032,117493.8941,553765.6115,0,4679,4679,1405213,1130523,105678,165791,3221
2007Q3,14415131.75,11157108.31,770891.1911,2375618.308,111513.935,4988243,4670909,3061638,259738,1308086,41447,317334,9461,49846,245466,12561,711488.9491,25.357,25.357,0,78192.014,12920.261,11310.148,50757.67,3203.935,3660.522,495.151,3165.371,0,0,0,0,0,3.056102,0.495253441,0.589347683,1.971500876,0,399420,321955,77465,64859,18909,45950,71680,22946,48734,92907,92879,28,742,742,7297745.799,427254.45,390328.45,36926,1642072.364,1632547.419,9524.945835,2178672,2139217,39455,0,0,0,0,0,3045128.984,2322420.181,123944.1369,598764.6665,0,4618,4618,1417654,1131366,110754,172542,2992
2007Q4,14618896.36,11265286.72,803132.3365,2437795.042,112682.254,5064598,4738411,3090382,261112,1345033,41884,326187,9393,51837,252207,12750,725457.377,23.576,23.576,0,78410.871,13023.714,11281.682,50839.221,3266.254,3699.93,552.535,3147.395,0,0,0,0,0,227,67,0,160,0,403577,311831,91746,67423,20630,46793,79776,23876,55900,91552,91524,28,768,768,7436275.978,443461.41,405818.41,37643,1717342,1706684,10658,2299072,2259257,39815,0,0,0,0,0,2971857.568,2234065.487,125630.2595,612161.8214,0,4543,4543,1392565,1098159,114334,177394,2678
2008Q1,14758355.67,11342145.5,817417.1841,2480645.07,118147.919,5127804,4796886,3103697,267530,1381617,44042,330918,9084,51900,256627,13307,743757.08,22.012,22.012,0,78941.213,13065.67,11248.987,51398.637,3227.919,3689.855,626.565,3063.29,0,0,0,0,0,219,61,0,158,0,411838,313458,98380,68964,19459,49505,88334,27496,60838,90559,90532,27,1190,1190,7510693.594,461480.66,423122.16,38358.5,1761588.481,1750655.883,10932.59818,2374715,2336173,38542,0,0,0,0,0,2908456.453,2176418.211,123004.809,609033.4332,0,4453,4453,1376101,1078275,113592,181811,2423
2008Q2,14795022.25,11321404.01,830923.7992,2519080.307,123614.128,5113258,4776853,3042220,273069,1415364,46200,336405,8825,51950,261766,13864,759416.455,23.62,23.62,0,80357.399,13610.78,11204.9,52270.591,3271.128,3794.436,683.123,3111.313,0,0,0,0,0,1665,114,0,1551,0,420992,315242,105750,71742,19525,52217,91023,27195,63828,89035,89008,27,784,784,7576686.791,510217,471154,39063,1800316.962,1789144.011,11172.95109,2445403,2405251,40152,0,0,0,0,0,2816442.829,2086289.478,121615.6351,608537.7162,0,4307,4307,1345661,1053119,109980,179591,2971
2008Q3,14785496.35,11284161.08,842324.0426,2529870.612,129140.613,5078313,4737414,2977146,279917,1431928,48423,340899,8492,52000,265979,14428,760015.171,38.067,38.067,0,79961.792,13130.902,11100.686,52270.591,3459.613,3335.312,179.65,3155.662,0,0,0,0,0,5532,1109,48,4375,0,407671,294847,112824,74659,19700,54959,100312,32006,68306,87812,87785,27,694,694,7618393.18,576761,539384,37377,1809913.481,1798680.973,11232.50807,2501255,2461427,39828,0,0,0,0,0,2725740.699,2005964.492,119347.8115,600428.3958,0,4723,4723,1328775,1044271,107160.375,174889.625,2454
2008Q4,14717029.34,11181607.16,849107.679,2551614.226,134700.277,5044427,4701981,2914367,280317,1456646,50651,342446,8567,51755,267124,15000,801149.524,37.954,37.954,0,82516.881,13288.138,11068.9,54669.566,3490.277,3463.689,176.364,3287.325,0,0,0,0,0,9808,2890,175,6743,0,429493,312052,117441,76503,18802,57701,111476,38755,72721,87065,87038,27,786,786,7594432.814,636612,597206,39406,1801735,1786906,14829,2518408,2479878,38530,0,0,0,0,0,2633004.814,1919103.7,117722.454,596178.6596,0,4673,4673,1277020,1002540,101828,170253,2399
2009Q1,14706318.56,11171574.05,850788.0082,2546470.231,137486.268,5041670,4703100,2909772,282485,1461771,49072,338570,8723,51182,264084,14581,822672.9284,41.241,41.241,0,83925.938,13369.945,11042.844,56058.881,3454.268,3769.7494,526.2094,3243.54,0,0,0,0,0,8994,2415,134,6445,0,436369,317195,119174,77203,16692,60511,126946,51213,75733,84753,84726,27,671,671,7597666.631,679471,639540,39931,1808838.151,1793950.689,14887.46177,2549043,2510043,39000,0,0,0,0,0,2555697.48,1853660.968,115995.1624,586041.3499,0,4617,4617,1244309,969706,97953,172070,4580
2009Q2,14659092.53,11126864.06,861046.0311,2530878.851,140303.586,4984905,4649862,2860428,282633,1459328,47473,335043,8903,50651,261332,14157,815324.6859,42.624,42.624,0,85024.303,13535.808,11024.593,56986.316,3477.586,3796.7589,551.1309,3245.628,0,0,0,0,0,13311,4767,116,8428,0,426710,305916,120794,77978,14625,63353,130275,51968,78307,77536,77510,26,651,651,7612477.843,740255,699277,40978,1824657.981,1809640.316,15017.66531,2601265,2559714,41551,0,0,0,0,0,2441730.862,1751307.182,113919.1448,576504.5349,0,4569,4569,1246385,968679,102783,168300,6623
2009Q3,14562215.24,11048375.01,864950.1144,2505737.767,143152.349,4853668,4521175,2752327,280519,1442481,45848,332493,9160,50277,259328,13728,820405.104,43.821,43.821,0,86238.51,13762.888,11004.327,57737.946,3733.349,3863.773,586.591,3277.182,0,0,0,0,0,19799,8393,118,11288,0,424538,302752,121786,79362,13135,66227,131879,50649,81230,73949,73923,26,732,732,7647235.131,826017,784254,41763,1835065.49,1819962.167,15103.32327,2631962,2587923,44039,0,0,0,0,0,2349686.641,1667205.538,111699.2821,570781.8208,0,4504,4504,1240907,964298,104108,164121,8380
2009Q4,14467845.49,10987946.48,860313.2566,2473586.17,145999.577,4778115,4451994,2716916,270932,1419920,44226,326121,8731,48507,255583,13300,816070.471,152,152,0,88363.988,14062.371,10980.166,59443.874,3877.577,4257.483,607.5656,3649.9174,0,0,0,0,0,15613,7239,37,8337,0,416543,296129,120414,80329,11229,69100,138816,54878,83938,71236,71210,26,760,760,7651323.016,880270,836761,43509,1838919,1824656,14263,2653034,2605083,47951,0,0,0,0,0,2274614.016,1592735.547,111584.1732,570294.2963,0,4486,4486,1222337,947557,104522,160008,10250
2010Q1,14312999.62,10857127.39,856605.0264,2451270.379,147996.825,4711978,4390574,2672141,269994,1402469,45970,321404,8349,47899,252078,13078,5211488.185,295,295,0,89506.583,14216.496,10952.75,60378.512,3958.825,4112.6019,623.904,3488.6979,0,0,0,0,0,13162,8088,18,5056,0,3001836,2835179,166657,80105,10167,69938,1953048,1870040,83008,68574,68548,26,849,849,3163882.432,932966,888051,44915,21380,10796,10584,30106,28087,2019,0,0,0,0,0,2176083.432,1500558.987,110208.2035,565316.2416,0,3347,3347,1225651,941987,106835.375,165972.625,10856
2010Q2,14194924.1,10788552.61,851629.2391,2404724.838,150017.412,4644014,4326117,2640386,265835,1372182,47714,317897,8265,47377,249401,12854,5192783.737,492.8565595,492.8565595,0,90586.405,14705.485,10934.456,60985.052,3961.412,4234.475,668.9162,3565.5588,0,0,0,0,0,13061,8018,18,5025,0,2991734,2824736,166998,80866,10080,70786,1944224,1862039,82185,66580,66554,26,1005,1005,3156047.362,996802,949829,46973,23276,10668,12608,30170,28225,1945,0,0,0,0,0,2101972.362,1437599.351,108044.3962,556328.6145,0,3827,3827,1202079,926286,105119.8281,160803.1719,9870
2010Q3,14089292.11,10715634.91,855860.5809,2365738.846,152057.768,4610452,4292212,2634644,263707,1344389,49472,318240,8397,47420,249796,12627,5142365.782,4499.293,4499.293,0,90732.866,14951.651,10912.311,60690.136,4178.768,3961.6227,728.9568,3232.6659,0,0,0,0,0,7370,3403,185,3782,0,2977037,2808621,168416,81706,10063,71643,1911897,1829006,82891,64092,64066,26,1070,1070,3133348.326,1046179,996463,49716,23992,10560,13432,29540,27646,1894,0,0,0,0,0,2029835.326,1377506.012,105387.604,546941.7104,0,3802,3802,1203126,925080,108641,160140,9265
2010Q4,13879303.13,10516503.73,859548.401,2349151.237,154099.755,4583596,4266088,2636802,258397,1319655,51234,317508,9035,47246,248827,12400,5127546.21,5277.033,5277.033,0,91532.57,15108.73,10910.425,61253.66,4259.755,4075.607252,803.07289,3272.534362,0,0,0,0,0,5682,2686,181,2815,0,2989997,2819447,170550,83496,10996,72500,1885139,1799256,85883,61044,61019,25,1303,1303,3109639.915,1089761,1037538,52223,24422,10411,14011,28872,27015,1857,0,0,0,0,0,1962825.915,1315243.896,102902.4416,544679.577,0,3759,3759,1058521,765866,112090,171921,8644
2011Q1,13790080.76,10452892.16,855851.7972,2324007.056,157329.744,4469422,4151165,2548491,255025,1295995,51654,318257,8849,47264,249596,12548,5161834.132,5277.033,5277.033,0,92029.604,15129.771,10882.759,61811.33,4205.744,4181.495234,947.975866,3233.519368,0,0,0,0,0,5780,2455,194,3131,0,3023731,2851853,171878,83422,10232,73190,1887589,1803437,84152,58322,58300,22,1502,1502,3098354.624,1135597,1081813,53784,27111,10298,16813,28349,26519,1830,0,0,0,0,0,1904067.624,1261052.38,100647.5188,542367.7255,0,3230,3230,1060470,768238,110126,171106,11000
2011Q2,13690079.48,10384441.09,852809.4165,2292232.685,160596.289,4435642,4112852,2529262,253507,1278002,52081,322790,8879,47936,253277,12698,5127355.921,5793.322,5793.322,0,93678.223,15266.627,10862.355,63206.952,4342.289,4250.3756,1063.7683,3186.6073,0,0,0,0,0,5212,2383,67,2762,0,3001252,2828462,172790,84221,10333,73888,1875571,1793769,81802,55762,55741,21,1616,1616,3079237.557,1180598,1124607,55991,30604,10182,20422,28831,27018,1813,0,0,0,0,0,1836000.557,1211687.37,97431.43862,526881.7487,0,3204,3204,1047844,759994,106980.0156,168102.9844,12767
2011Q3,13608342.32,10326800.27,853471.1366,2264172.448,163898.465,4433890,4105237,2540474,251558,1260692,52513,328653,8984,48806,258014,12849,5073562.363,6205.406,6205.406,0,95119.635,15386.521,10835.047,64468.602,4429.465,4305.321539,1150.182997,3155.138542,0,0,0,0,0,3302,1418,99,1785,0,2969447,2794668,174779,85134,10540,74594,1853308,1771717,81591,55072,55051,21,1669,1669,3064856.954,1221685,1163646,58039,32467,10067,22400,28652,26898,1754,0,0,0,0,0,1780357.954,1165505.157,95063.95107,519788.8459,0,1695,1695,1036033,755090,105370,159424,16149
2011Q4,13553879.45,10274462.12,859822.0648,2252395.523,167199.743,4448222,4115715,2557100,251283,1254400,52932,332507,8974,49378,261155,13000,5033905.987,6585.012,6585.012,0,96691.645,15430.966,10818.478,65919.458,4522.743,4381.049246,1206.592599,3174.456647,0,0,0,0,0,2209.281017,812.4415695,86.26732778,1310.57212,0,2966927,2790029,176898,86490,11190,75300,1815526,1733215,82311,53313,53292,21,1783,1783,3035599.458,1246918,1186432,60486,35100,9956,25144,28216,26514,1702,0,0,0,0,0,1723715.458,1120236.103,91002.86284,512476.4926,0,1650,1650,1036152,753489,107517,157134,18012
2012Q1,13473884.18,10209965.32,861865.0698,2233312.185,168741.613,4414207,4077522,2525046,250404,1246257,55815,336685,9865,49998,264195,12627,5034205.428,7327.810934,7327.810934,0,96934.578,15448.654,10792.341,66135.97,4557.613,4491.58898,1276.793052,3214.795928,0,0,0,0,0,2675.449618,1126.449034,75.66345203,1473.337132,0,2984506,2805712,178794,87210,10667,76543,1796671,1714182,82489,52556,52535,21,1833,1833,3000962.756,1269948,1207691,62257,37824,9689,28135,27435,25781,1654,0,0,0,0,0,1664153.756,1074183.609,88381.26939,501588.878,0,1602,1602,1024509,749434,105649,153662,15764
2012Q2,13397636.76,10146681.82,866856.0563,2213815.855,170283.025,4420599,4080046,2530299,252373,1238676,58698,340553,10739,50574,266986,12254,4982220.791,7624.210934,7624.210934,0,97750.622,15457.146,10746.797,66961.654,4585.025,4502.5352,1361.2736,3141.2616,0,0,0,0,0,2174.4228,1105.034706,37.16601304,1032.222081,0,2971942,2791133,180809,89325,11539,77786,1755284,1675687,79597,51664,51643,21,1954,1954,2986513.966,1313057,1247890,65167,42441,9220,33221,26307,24709,1598,0,0,0,0,0,1602674.966,1025254.155,85508.83168,491911.979,0,2034,2034,1008303,743021,104062,148248,12972
2012Q3,13350753.99,10098457.76,876503.2229,2203951.242,171841.765,4420933,4077413,2529576,254594,1231636,61607,343520,11564,51015,269064,11877,4957077.686,7755.279934,7755.279934,0,98261.057,15437.271,10724.402,67509.619,4589.765,4464.936611,1481.789081,2983.14753,0,0,0,0,0,2065.4126,1177.599209,28.12116598,859.6922247,0,2983112,2798834,184278,91093,12050,79043,1717710,1637442,80268,50626,50606,20,1990,1990,2963485.305,1341405,1274037,67368,45244,8968,36276,25712,24142,1570,0,0,0,0,0,1549129.305,981041.8224,81952.5522,486134.9304,0,1995,1995,1009258,744345,105426,148747,10740
2012Q4,13321087.87,10044128.01,887393.5484,2216166.069,173400.2425,4439024,4094595,2525420,259919,1244718,64538,344429,10965,51058,270906,11500,4935007.02,7182.22006,7182.22006,0,98337.027,15422.6615,10699.8745,67621.2485,4593.2425,4713.4845,1720.5783,2992.9062,0,0,0,0,0,1264.2884,836.1224419,50.68156494,377.4843932,0,2978693,2790276,188417,94473,14173,80300,1698791,1621774,77017,49375,49355,20,2178,2178,2948382.847,1366193,1295315,70878,50061,8242,41819,24549,23024,1525,0,0,0,0,0,1505655.847,938426.4249,79610.08616,487619.3362,0,1924,1924,998674,741996,103387,144924,8367
2013Q1,13276952.76,9992271.926,894092.2607,2214278.119,176310.455,4398375,4053758,2486000,262424,1239727,65607,344617,10824,50925,271245,11623,4938320.424,7955.041,7955.041,0,99346.297,15312.092,10670.528,68880.222,4483.455,5022.7424,2062.5939,2960.1485,0,0,0,0,0,963.343829,505.9945482,17.55343,439.7958509,0,2983099,2795363,187736,94989,13456,81533,1696822,1622660,74162,47911,47891,20,2212,2212,2942215.337,1388448,1314873,73575,54251,7832,46419,23496,22008,1488,0,0,0,0,0,1474155.337,903766.2048,77879.03074,492510.1012,0,1865,1865,998042,741763,105816,141476,8987
2013Q2,13276398.37,9957243.941,901474.0969,2238428.616,179251.72,4394807,4045731,2458162,269496,1251370,66703,349076,10967,51506,274855,11748,4949246.616,7082.440114,7082.440114,0,99768.44,15186.453,10636.047,69417.22,4528.72,5297.085,2337.0747,2960.0103,0,0,0,0,0,1027.651,458.9738287,43.16961649,525.5075548,0,2992912,2804617,188295,97184,14405,82779,1696979,1627224,69755,46599,46581,18,2397,2397,2791973.758,1418428,1342511,75917,60321,6808,53513,21855,20466,1389,0,0,0,0,0,1289536.758,857732.999,72368.86997,359434.8888,0,1833,1833,1140371,742705,105577,282826,9263
2013Q3,13307076.44,9968775.926,911835.0316,2244239.467,182226.014,4393896,4036660,2427248,278113,1263484,67815,357236,11355,52628,281379,11874,4986104.973,6219.585114,6219.585114,0,100947.006,15142.109,10596.833,70626.05,4582.014,5564.9449,2706.5026,2858.4423,0,0,0,0,0,1371.436716,393.7187515,40.75442983,936.9635347,0,3029090,2842555,186535,98976,14936,84040,1696352,1631084,65268,45148,45148,0,2436,2436,2782792.466,1457108,1377347,79761,65024,6619,58405,21055,19714,1341,0,0,0,0,0,1237800.466,821536.0109,70550.00189,345714.4529,0,1805,1805,1144283,746772,105738,282099,9674
2013Q4,13327667.25,9953243.777,925347.1781,2263875.877,185200.413,4409420,4046221,2405983,288997,1282318,68923,363199,11329,53589,286281,12000,4993236.264,6533.224114,6533.224114,0,101437.129,15085.781,10907.397,71198.538,4245.413,6545.640135,3709.545751,2836.094384,0,0,0,0,0,953.2703,281.8160029,17.89004794,653.5642492,0,3039559,2855668,183891,100751,15451,85300,1690474,1630859,59615,44413,44413,0,2570,2570,2774070.981,1480095,1398447,81648,71268,6420,64848,20382,19068,1314,0,0,0,0,0,1200558.981,792596.4099,70818.79667,337143.7744,0,1767,1767,1150940,747399,106865,286281,10395
2014Q1,13318914.66,9919035.031,935627.7637,2276191.87,188059.995,4420983,4055538,2393470,298289,1293771,70008,365445,12048,53758,287540,12099,4976999.598,5996.725114,5996.725114,0,101618.219,14987.313,10867.385,71452.526,4310.995,7456.05418,4619.9598,2836.09438,0,0,0,0,0,879.5999,258.5428436,17.55371456,603.5033418,0,3028727,2846225,182502,100754,14591,86163,1685307,1628916,56391,43619,43619,0,2642,2642,2742508.062,1494054,1410470,83584,74107,6262,67845,19854,18555,1299,0,0,0,0,0,1152754.062,768390.4905,70628.73059,313734.8411,0,1739,1739,1178424,750626,107610,309090,11098
2014Q2,13351049.37,9914105.216,946993.2521,2298998.438,190952.467,4475294,4104990,2414663,308750,1310293,71284,370304,12750,54353,291003,12198,4956637.771,5845.535247,5845.535247,0,102640.117,14934.373,10829.307,72320.97,4555.467,7399.7563,4619.9598,2779.7965,0,0,0,0,0,652.3623,240.1224932,5.184113463,407.0556933,0,3011280,2829985,181295,101986,14950,87036,1680901,1627898,53003,43262,43262,0,2671,2671,2737273.602,1505539,1419820,85719,77401,6116,71285,19273,17985,1288,0,0,0,0,0,1133351.602,744475.2254,70128.96446,318747.4124,0,1709,1709,1181844,756561,107557,306227,11499
2014Q3,13406445.22,9926549.91,961527.9739,2324491.834,193875.502,4500715,4124271,2411908,317402,1322589,72372,376444,13635,55087,295423,12299,4972101.955,5334.687247,5334.687247,0,103022.721,14913.341,10436.253,72598.625,5074.502,8319.0149,5408.2991,2910.7158,0,0,0,0,0,593.5323,228.829417,4.959162608,359.7437204,0,3013485,2829218,184267,103403,15485,87918,1691969,1639790,52179,43285,43285,0,2690,2690,2744756.264,1526470,1438531,87939,80660,5972,74688,18703,17420,1283,0,0,0,0,0,1117242.264,718916.7531,69470.04591,328855.4654,0,1681,1681,1188872,766504,105861,304666,11841
2014Q4,13480477.41,9939308.625,986171.3787,2358197.342,196800.063,4543448,4158670,2410702,327177,1347314,73477,384778,14790,56362,301226,12400,4987653.678,5371.844,5371.844,0,102053.587,14900.298,10425.884,71537.342,5190.063,9073.0888,6350.2701,2722.8187,0,0,0,0,0,696.1581,164.5437678,13.15670854,518.4576237,0,3019300,2832000,187300,105480,16680,88800,1699352,1645872,53480,43494,43494,0,2833,2833,2742605.73,1541633,1452090,89543,87096,5800,81296,18138,16871,1267,0,0,0,0,0,1094101.73,699606.6691,68413.51929,326081.5419,0,1637,1637,1206770,774616,108171,311520,12463
2015Q1,13498487.2,9909214.028,1007724.604,2381789.568,199759,4578682,4189001,2414719,336319,1363028,74935,389681,14897,57017,305342,12425,4986095.951,5265.493,5265.493,0,102292,14813,10388,71728,5363,10064.5759,7377.9019,2686.674,0,0,0,0,0,437.8824,213.3357268,4.619306345,219.9273668,0,3008127,2817111,191016,105927,15179,90748,1706788,1650666,56122,44112,44112,0,3082,3082,2728410.248,1536330,1446814,89516,90603,5676,84927,17655,16395,1260,0,0,0,0,0,1082224.248,679318.2976,68812.31037,334093.6402,0,1598,1598,1205299,776657,109656,307378,11608
2015Q2,13603871.99,9952007.291,1030135.931,2418977.763,202751,4647742,4248247,2438507,347450,1385904,76386,399495,16018,58192,312835,12450,5004130.391,5123.317,5123.317,0,101695,14724,10344,71100,5527,10821.702,8159.7781,2661.9239,0,0,0,0,0,307.3717,122.6882154,5.471089432,179.2123951,0,3007232,2809580,197652,108371,15653,92718,1722738,1667590,55148,44689,44689,0,3153,3153,2749408.595,1560866,1469984,90882,97834,5383,92451,16971,15722,1249,0,0,0,0,0,1072164.595,654096.508,66191.53625,351876.5508,0,1573,1573,1202591,786655,107909,297083,10944
2015Q3,13705078.02,9999996.158,1048845.116,2450461.762,205774.978,4711270,4302691,2438234,363108,1423477,77872,408579,17176,59412,319516,12475,5031784.681,4863.524,4863.524,0,100335.868,14749.499,10208.168,69676.223,5701.978,11479.21374,8863.197052,2616.016686,0,0,0,0,0,265.075518,107.4483127,0,157.6272054,0,3012689,2815884,196805,110527,15818,94709,1743727,1687770,55957,44749,44749,0,3149,3149,2770902.333,1608790,1516332,92458,102162,5252,96910,16137,14898,1239,0,0,0,0,0,1041444.333,625146.4899,63263.93131,353033.9122,0,2369,2369,1191121,790153,106868,284601,9499
2015Q4,13852739.43,10070296.93,1086686.725,2486955.783,208800,4800733,4374194,2451204,379358,1464223,79409,426539,18985,62144,332910,12500,5036575.913,4655.258859,4655.258859,0,99998,14659,10248,69229,5862,11654.04249,9055.040987,2599.001502,0,0,0,0,0,172.6118,52.72270802,0,119.889092,0,3010753,2812411,198342,114930,18230,96700,1746667,1695869,50798,44488,44488,0,3258,3258,2791612.519,1643043,1548769,94274,114193,5409,108784,15884,14658,1226,0,0,0,0,0,1016160.519,602609.9021,62016.72338,351533.8935,0,2332,2332,1223818,829242,116897,268940,8739
2016Q1,13912330.75,10076134.28,1111703.97,2511415.495,213077,4854789,4422887,2459591,388608,1494009,80679,431902,19561,62863,336804,12674,5046404.12,4400.902859,4400.902859,0,100342,14587,10208,69549,5998,12482.0718,9903.7729,2578.2989,0,0,0,0,0,156.145,42.0620878,0,114.0829122,0,3012569,2806590,205979,115961,17521,98440,1752605,1699533,53072,44684,44684,0,3204,3204,2779353.626,1663244,1568256,94988,122474,5251,117223,15449,14234,1215,0,0,0,0,0,975502.6263,583979.4177,57239.54617,334283.6624,0,2684,2684,1231784,828000.125,117730.125,276655.75,9398
